intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100079201;Байкальский банк;Бурятское отд. №8601;1800/1/3271;В пользовании;помещение пл. 67,6 кв.м. г.Закаменск, ул. Ленина, 25;Здание/помещение  (нежилое);2025-07-03;9999-12-31;С – город с населением >=100 и <500;03;Респ Бурятия;р-н Закаменский;г Закаменск;;;;ул Ленина;25;Собственность;01;Строительство;;;;;;;ГРУППА B. Офисы;;;;Нет;2026-01-01;2026-10-01;B;Иные;ТОЕ_8601.ГСБ ДНиЭ Недвижим (внеш.аренда);Сервисы;Неиспользуемые: Сдано в аренду;03;Административный;Офисы;-;27;02;01;Служебное;X;;-;X;0000000000;1800;IB18000000000100003271;05;I000000000000000827485;07;8601;07;67.6000;619.3000;0.0000;0.0000;67.6000;0.0000;916.1243;0.0000;0.0000;0.0000;1506.5289;1505.1786;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;19073760;30;67.6000;0.0000;0.00;1.0000000000;50.376610;103.286930;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079202;Байкальский банк;Бурятское отд. №8601;1800/1/3272;В пользовании;ВСП 8601/0176 Республика Бурятия, г. Закаменск, ул. Ленина, 25;Здание/помещение  (нежилое);2025-07-03;9999-12-31;С – город с населением >=100 и <500;03;Респ Бурятия;р-н Закаменский;г Закаменск;;;;ул Ленина;25;Собственность;01;Строительство;;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-10-01;B;ВСП РБ: Универсальное;Дополнительный офис №8601/0176;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;5.450,54;37;01;01;Служебное;X;;1,2000000000;X;0000000000;1800;IB18000000000100003272;05;I000000000000000827485;06;8601;06;487.8000;619.3000;0.0000;0.0000;240.4000;0.0000;126.9578;0.0000;0.0000;0.0000;18769.6340;18631.2022;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;48.7800;1;0.0000;0.0000;20.8300;0;0.0000;10239995;38;208.3000;10.0000;5450.54;1.2000000000;50.376610;103.286930;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079203;Волго-Вятский банк;Нижегородское отд. №9042;4200/1/7346;В пользовании;ДО № 9042/0746 (П1);Здание/помещение  (нежилое);2025-07-18;9999-12-31;ПГТ – поселок городского типа;52;обл Нижегородская;р-н Вачский;;;рп Вача;;ул Советская;зд24б;Собственность;01;Преобразование имущественного права;;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;Иные;Дополнительный офис № 9042/0746;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;3.599,49;27;01;01;Служебное;X;;-;;0000000000;4200;IB42000000000100007346;03;I000000000000000839421;06;9042;06;133.2000;222.6000;0.0000;0.0000;0.0000;0.0000;167.1171;0.0000;0.0000;0.0000;7200.5835;7031.5722;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;22.2000;1;0.0000;0.0000;22.2000;0;0.0000;10205680;38;133.2000;6.0000;3599.49;1.0000000000;55.800798;42.767694;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079204;Волго-Вятский банк;Нижегородское отд. №9042;4200/1/7347;В пользовании;служебное помещение (П2);Здание/помещение  (нежилое);2025-07-18;9999-12-31;ПГТ – поселок городского типа;52;обл Нижегородская;р-н Вачский;;;рп Вача;;ул Советская;зд24б;Собственность;01;Преобразование имущественного права;;;;;;;ГРУППА B. Офисы;;;;Нет;2026-01-12;2026-12-31;C;Иные;Секретариат;Сервисы;Используется;06;Административный;Офисы;2.865,83;27;02;01;Служебное;X;;-;;0000000000;4200;IB42000000000100007347;03;I000000000000000839421;07;9042;07;89.4000;222.6000;0.0000;0.0000;0.0000;0.0000;248.9933;0.0000;0.0000;0.0000;4832.8241;4719.3886;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;89.4000;1;0.0000;0.0000;89.4000;0;0.0000;10304281;30;89.4000;1.0000;2865.83;1.0000000000;55.800798;42.767694;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079208;Волго-Вятский банк;Нижегородское отд. №9042;4200/1/7353;В пользовании;ДО № 9042/0575;Здание/помещение  (нежилое);2025-07-22;9999-12-31;ПГТ – поселок городского типа;52;обл Нижегородская;р-н Тонкинский;;;рп Тонкино;;ул Коммунистическая;2;Собственность;01;Преобразование имущественного права;;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;Иные;Дополнительный офис № 9042/0575;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;4.656,49;27;01;16;Гараж;X;;1,2000000000;X;0000000000;4200;IB42000000000100007353;04;I000000000000000839358;06;9042;06;106.3000;224.3000;80.6000;0.0000;0.0000;0.0000;211.0066;75.8231;0.0000;0.0000;4995.7295;4901.4730;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;26.5750;1;0.0000;0.0000;26.5750;0;0.0000;10206208;38;106.3000;4.0000;4656.49;1.2000000000;57.371902;46.460495;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079209;Волго-Вятский банк;Нижегородское отд. №9042;4200/1/7354;В пользовании;служебное помещение (2);Здание/помещение  (нежилое);2025-07-22;9999-12-31;ПГТ – поселок городского типа;52;обл Нижегородская;р-н Тонкинский;;;рп Тонкино;;ул Коммунистическая;2;Собственность;01;Преобразование имущественного права;;;;;;;ГРУППА B. Офисы;;;;Нет;2026-01-12;2026-12-31;C;Иные;Секретариат;Сервисы;Используется;06;Административный;Офисы;3.089,50;27;02;16;Гараж;X;;-;X;0000000000;4200;IB42000000000100007354;04;I000000000000000839358;07;9042;07;118.0000;224.3000;80.6000;0.0000;0.0000;0.0000;190.0847;68.3051;0.0000;0.0000;5545.5887;5440.9578;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.3333;1;0.0000;0.0000;39.3333;0;0.0000;10304281;30;118.0000;3.0000;3089.50;1.0000000000;57.371902;46.460495;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079210;Уральский банк;Курганское отд. №8599;1600/1/6341;В пользовании;Доп. офис №8599/0196;Здание/помещение  (нежилое);2025-07-29;9999-12-31;Д – город с населением <100 тыс. жителей;45;обл Курганская;р-н Макушинский;г Макушино;;;;ул Красная Площадь;2;Собственность;01;Преобразование имущественного права;;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Универсальный доп.офис №8599/0196;Сеть продаж;Используется;04;Ритейл;Ритейл - ТЦ;4.499,42;01;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100006341;02;I000000000000000831856;06;8599;06;96.1000;96.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2509.6872;2441.3508;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;48.0500;1;0.0000;0.0000;41.2000;0;0.0000;10205143;38;82.4000;2.0000;4499.42;1.0000000000;55.205643;67.253820;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079211;Дальневосточный банк;Южно-Сахалинское отд. №8567;7000/1/1685;В пользовании;8567- нежилое помещение пгт. Смирных, ул.8 Марта, д.38А;Здание/помещение  (нежилое);2025-07-25;9999-12-31;ПГТ – поселок городского типа;65;обл Сахалинская;р-н Смирныховский;;;пгт Смирных;;ул 8 Марта;зд38А;Собственность;01;Решение органов власти кроме залога;;2026-01-09;2026-12-25;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-19;2026-12-31;D;ВСП РБ: СОКК;Специализированный доп. офис № 8567/0100;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;7.719,60;40;01;01;Служебное;X;;1,2000000000;X;0000000000;7000;IB70000000000100001685;02;I000000000000000825381;06;8567;06;165.7000;165.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;6833.2447;6669.2468;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;23.6714;1;0.0000;0.0000;23.6714;0;0.0000;10051357;38;165.7000;7.0000;7719.60;1.2000000000;49.744157;142.834788;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079212;Сибирский банк;Новосибирское отд. №8047;4400/1/6013;В пользовании;Залоговое имущество_НСО, р-н Новосибирский, рп. Краснообск, мкр. 6, д. 34 (39,8 кв.м);Здание/помещение  (нежилое);2025-08-08;9999-12-31;СМ- сельская местность;54;обл Новосибирская;р-н Новосибирский;;;рп Краснообск;;мкр 6;34;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Управление по работе с ПА МиМБ;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;05;Жилой;Жилой;0,00;27;04;20;Иное;;;-;;0000000000;4400;IB44000000000100006013;;I000000000000001824747;10;8047;10;39.8000;274.3000;0.0000;0.0000;0.0000;0.0000;689.1960;0.0000;0.0000;0.0000;458.3333;458.3333;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;39.8000;10362752;27;39.8000;0.0000;0.00;1.0000000000;54.929734;82.989176;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079213;Сибирский банк;Новосибирское отд. №8047;4400/1/6014;В пользовании;Залоговое имущество_НСО, р-н Новосибирский, рп. Краснообск, мкр. 6, д. 34 (83,5 кв.м);Здание/помещение  (нежилое);2025-08-08;9999-12-31;СМ- сельская местность;54;обл Новосибирская;р-н Новосибирский;;;рп Краснообск;;мкр 6;34;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Управление по работе с ПА МиМБ;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;05;Жилой;Жилой;0,00;27;04;20;Иное;;;-;;0000000000;4400;IB44000000000100006014;;I000000000000001824747;10;8047;10;83.5000;274.3000;0.0000;0.0000;0.0000;0.0000;328.5030;0.0000;0.0000;0.0000;925.0000;925.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;83.5000;10362752;27;83.5000;0.0000;0.00;1.0000000000;54.929734;82.989176;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079214;Сибирский банк;Новосибирское отд. №8047;4400/1/6015;В пользовании;Залоговое имущество_НСО, р-н Новосибирский, рп. Краснообск, мкр. 6, д. 34 (102,1 кв.м);Здание/помещение  (нежилое);2025-08-07;9999-12-31;СМ- сельская местность;54;обл Новосибирская;р-н Новосибирский;;;рп Краснообск;;мкр 6;34;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Управление по работе с ПА МиМБ;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;05;Жилой;Жилой;0,00;27;04;20;Иное;;;-;;0000000000;4400;IB44000000000100006015;;I000000000000001824747;10;8047;10;102.1000;274.3000;0.0000;0.0000;0.0000;0.0000;268.6582;0.0000;0.0000;0.0000;1091.6667;1091.6667;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;102.1000;10362752;27;102.1000;0.0000;0.00;1.0000000000;54.929734;82.989176;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079219;Волго-Вятский банк;Марий Эл отд. №8614;4200/1/7363;В пользовании;8614 Залоговое имущество, РМЭ, р-н Медведевский, п. Пемба, ул. Зеленая, д. 47, кв. 28;Здание/помещение  (нежилое);2025-08-18;9999-12-31;СМ- сельская местность;12;Респ Марий Эл;р-н Медведевский;;;п Пемба;;Зеленая;47;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-12;2026-12-31;O;Иные;Напр-е судебного и исполнительного пр-ва;Подразделение по работе с проблемными активами;Имущество в управлении УРПА;05;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;4200;IB42000000000100007363;;I000000000000001824768;10;8614;10;71.1000;71.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1874.0000;1874.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10293774;27;71.1000;0.0000;0.00;1.0000000000;56.515959;48.062892;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079220;Среднерусский банк;Южное Головное отд. №1024;4000/1/6532;В пользовании;ЗАЛОГ_квартира г.Домодедово с.Ям, ул. Мезенцева, д.16, кв.338;Здание/помещение (жилое);2024-07-10;9999-12-31;С – город с населением >=100 и <500;50;обл Московская;;г Домодедово;;с Ям;;ул Мезенцева;16;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнит. производства;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;03;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;4000;IB40000000000100006532;;I000000000000001824767;10;1024;10;25.0000;25.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;25.0000;10295171;27;25.0000;0.0000;0.00;1.0000000000;55.496494;37.736601;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079221;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/4195;В пользовании;Залоговая квартира_ЛО_Гатчинский р-н_д. Шпаньково_ул. Алексея Рыкунова_д. 16_кв. 6;Здание/помещение (жилое);2025-07-31;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Гатчинский;;;д Шпаньково;;ул Алексея Рыкунова;16;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнительного произв;Подразделение по работе с проблемными активами;Имущество в управлении УРПА;05;Жилой;Жилой;0,00;27;04;00;;;;-;;0000000000;5500;IB55000000000100004195;;I000000000000001823471;10;9056;10;37.6000;37.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1913.0000;1913.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10295415;27;37.6000;0.0000;0.00;1.0000000000;59.493296;29.838000;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079222;Северо-Западный банк;Вологодское отд. №8638;5500/1/4204;В пользовании;8638 Залоговое имущество. Квартира г.Вологда ул.Мохова д.52 кв.6;Здание/помещение (жилое);2025-08-13;9999-12-31;С – город с населением >=100 и <500;35;обл Вологодская;;г Вологда;;;;ул Мохова;52;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнит. производства;Подразделение по работе с проблемными активами;Имущество в управлении УРПА;03;Жилой;Жилой;0,00;27;04;00;;;;-;;0000000000;5500;IB55000000000100004204;;I000000000000001824978;10;8638;10;50.4000;50.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2114.0000;2114.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10295830;27;50.4000;0.0000;0.00;1.0000000000;59.231550;39.868474;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079225;Среднерусский банк;Южное Головное отд. №1024;4000/1/6557;В пользовании;Залог_квартира Серпуховский р-н, сельское поселение Дашковское, д. Райсеменовское, д. 1, кв. 8;Здание/помещение (жилое);2025-08-26;9999-12-31;СМ- сельская местность;50;обл Московская;г Серпухов;;;с/п Дашковское, д Райсеменовское;;нет;1;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнит. производства;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;05;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;4000;IB40000000000100006557;;I000000000000001824873;10;1024;10;45.6000;45.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;3405.0000;3405.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;45.6000;10295171;27;45.6000;0.0000;0.00;1.0000000000;54.913661;37.416632;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079226;Юго-Западный банк;Ставропольское отд. №5230;5200/1/5566;В пользовании;Квартира (залоговое имущество) кв. 1;Здание/помещение (жилое);2025-08-13;9999-12-31;СМ- сельская местность;26;край Ставропольский;р-н Курский;;;ст-ца Курская;;ул Наурская;3;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнительного произв;Подразделение по работе с проблемными активами;Имущество в управлении УРПА;05;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;5200;IB52000000000100005566;;I000000000000001824993;10;5230;10;83.4000;83.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2950.0000;2950.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10295365;27;83.4000;0.0000;0.00;1.0000000000;44.036329;44.499719;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079227;Северо-Западный банк;Вологодское отд. №8638;5500/1/4219;В пользовании;8638_Залоговое имущество. Квартира Кадуйский р-н п. Нижние д.6 кв.14;Здание/помещение (жилое);2025-09-04;9999-12-31;СМ- сельская местность;35;обл Вологодская;р-н Кадуйский;;;п Нижние;;;6;Собственность;01;Урегулирование задолженности;;;;;;;;;;;Нет;;;;;;;;05;;;0,00;;;00;;;;-;;0000000000;5500;IB55000000000100004219;;I000000000000001822070;;8638;;42.7000;42.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;441.0000;441.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;0;0.0000;0.0000;0.0000;0;0.0000;0;0;0.0000;0.0000;0.00;1.0000000000;59.294575;36.771671;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079228;Сибирский банк;Новосибирское отд. №8047;4400/1/6043;В пользовании;ДОФЛ № 8047/0582, с. Северное, Чкалова, 4 (часть банка 118,2 кв.м);Здание/помещение  (нежилое);2025-09-26;9999-12-31;СМ- сельская местность;54;обл Новосибирская;р-н Северный;;;с Северное;;ул Чкалова;4;Собственность;01;Преобразование имущественного права;;2025-05-19;2025-09-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-21;2026-12-31;D;ВСП РБ: Базовое подразделение;ДОФЛ №8047/0582;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;12.339,55;01;01;01;Служебное;X;;1,2000000000;X;0000000000;4400;IB44000000000100006043;05;I000000000000000837340;06;8047;06;118.2000;118.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;19780.2716;19413.4585;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.4000;1;0.0000;0.0000;39.4000;0;0.0000;10175021;38;118.2000;3.0000;12339.55;1.2000000000;56.348585;78.363745;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079230;Юго-Западный банк;Ростовское отд. №5221;5200/1/5583;В пользовании;Жилой дом (залог) Ростовская область, р-н. Красносулинский, г. Красный Сулин, ул. Тракторная, д. 10;Здание/помещение (жилое);2025-10-09;9999-12-31;Д – город с населением <100 тыс. жителей;61;обл Ростовская;р-н Красносулинский;г Красный Сулин;;;;ул Тракторная;10;Собственность;01;Урегулирование задолженности;;;;;;;;;;;Нет;;;;;;;;04;;;0,00;;;02;Жилое;;;-;;0000000000;5200;IB52000000000100005583;;I000000000000001826752;;5221;;64.2000;64.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2029.0000;2029.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;0;0.0000;0.0000;0.0000;0;0.0000;0;0;0.0000;0.0000;0.00;1.0000000000;47.868016;40.081821;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079231;Среднерусский банк;Западное Головное отд. №1025;4000/1/6525;В пользовании;Залог Дом+ЗУ (МО, с/п Новопетровское, ул.Советская, д.35);Здание/помещение (жилое);2025-07-31;9999-12-31;Д – город с населением <100 тыс. жителей;50;обл Московская;г Истра;;;с Новопетровское;;ул Советская;35;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнит. производства;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;04;Жилой;Жилой;0,00;27;04;00;;;;-;;0000000000;4000;IB40000000000100006525;;I000000000000001824818;10;1025;10;308.9000;308.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;8320.0000;8320.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;308.9000;10295507;27;308.9000;0.0000;0.00;1.0000000000;55.919326;36.866533;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079234;Сибирский банк;Новосибирское отд. №8047;4400/1/6021;В пользовании;Залоговое имущество_дом_НСО, р-н Тогучинский, г. Тогучин, пер. Грибоедова, д. 11в;Здание/помещение (жилое);2025-08-07;9999-12-31;Д – город с населением <100 тыс. жителей;54;обл Новосибирская;р-н Тогучинский;г Тогучин;;;;пер Грибоедова;11В;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;O;Иные;Отдел судебного и исполнительного произв;Подразделение по работе с проблемными активами;Залоговое имущество для реализации;04;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;4400;IB44000000000100006021;;I000000000000001824832;10;8047;10;84.8000;84.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2201.1040;2201.1040;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;84.8000;10291596;27;84.8000;0.0000;0.00;1.0000000000;55.251061;84.387349;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100079243;Сибирский банк;Алтайское отд. №8644;4400/1/6028;В пользовании;Жилой дом (залог) Завьяловский район, с. Глубокое, ул. Озёрная, д.20;Здание/помещение (жилое);2025-08-06;9999-12-31;СМ- сельская местность;22;край Алтайский;р-н Завьяловский;;;с Глубокое;;ул Озёрная;двлд20;Собственность;01;Урегулирование задолженности;;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-01;2026-12-31;D;Иные;Отдел судебного и исполнительного произв;Подразделение по работе с проблемными активами;Имущество в управлении УРПА;05;Жилой;Жилой;0,00;27;04;02;Жилое;;;-;;0000000000;4400;IB44000000000100006028;;I000000000000001821497;10;8644;10;75.1000;75.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;974.0000;974.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10293640;27;75.1000;0.0000;0.00;1.0000000000;53.004350;80.690994;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
